"CultureName","Name","FormatString"
"si-LK","LongTimePattern","HH.mm.ss"
"si-LK","MonthDayPattern","MMMM d"
"si-LK","RFC1123Pattern","ddd, dd MMM yyyy HH':'mm':'ss 'GMT'"
"si-LK","ShortDatePattern","yyyy-MM-dd"
"si-LK","ShortTimePattern","HH.mm"
"si-LK","SortableDateTimePattern","yyyy'-'MM'-'dd'T'HH':'mm':'ss"
"si-LK","UniversalSortableDateTimePattern","yyyy'-'MM'-'dd HH':'mm':'ss'Z'"
"si-LK","YearMonthPattern","yyyy MMMM"
"sk","FullDateTimePattern","dddd d. MMMM yyyy H:mm:ss"
"sk","LongDatePattern","dddd d. MMMM yyyy"
"sk","LongTimePattern","H:mm:ss"
"sk","MonthDayPattern","d. MMMM"
"sk","RFC1123Pattern","ddd, dd MMM yyyy HH':'mm':'ss 'GMT'"
"sk","ShortDatePattern","d. M. yyyy"
"sk","ShortTimePattern","H:mm"
"sk","SortableDateTimePattern","yyyy'-'MM'-'dd'T'HH':'mm':'ss"
"sk","UniversalSortableDateTimePattern","yyyy'-'MM'-'dd HH':'mm':'ss'Z'"
"sk","YearMonthPattern","MMMM yyyy"
"sk-SK","FullDateTimePattern","dddd d. MMMM yyyy H:mm:ss"
"sk-SK","LongDatePattern","dddd d. MMMM yyyy"
"sk-SK","LongTimePattern","H:mm:ss"
"sk-SK","MonthDayPattern","d. MMMM"
"sk-SK","RFC1123Pattern","ddd, dd MMM yyyy HH':'mm':'ss 'GMT'"
"sk-SK","ShortDatePattern","d. M. yyyy"
"sk-SK","ShortTimePattern","H:mm"
"sk-SK","SortableDateTimePattern","yyyy'-'MM'-'dd'T'HH':'mm':'ss"
"sk-SK","UniversalSortableDateTimePattern","yyyy'-'MM'-'dd HH':'mm':'ss'Z'"
"sk-SK","YearMonthPattern","MMMM yyyy"
"sl","FullDateTimePattern","dddd, dd. MMMM yyyy HH:mm:ss"
"sl","LongDatePattern","dddd, dd. MMMM yyyy"
"sl","LongTimePattern","HH:mm:ss"
"sl","MonthDayPattern","d. MMMM"
"sl","RFC1123Pattern","ddd, dd MMM yyyy HH':'mm':'ss 'GMT'"
"sl","ShortDatePattern","d. MM. yyyy"
"sl","ShortTimePattern","HH:mm"
"sl","SortableDateTimePattern","yyyy'-'MM'-'dd'T'HH':'mm':'ss"
"sl","UniversalSortableDateTimePattern","yyyy'-'MM'-'dd HH':'mm':'ss'Z'"
"sl","YearMonthPattern","MMMM yyyy"
"sl-SI","FullDateTimePattern","dddd, dd. MMMM yyyy HH:mm:ss"
"sl-SI","LongDatePattern","dddd, dd. MMMM yyyy"
"sl-SI","LongTimePattern","HH:mm:ss"
"sl-SI","MonthDayPattern","d. MMMM"
"sl-SI","RFC1123Pattern","ddd, dd MMM yyyy HH':'mm':'ss 'GMT'"
"sl-SI","ShortDatePattern","d. MM. yyyy"
"sl-SI","ShortTimePattern","HH:mm"
"sl-SI","SortableDateTimePattern","yyyy'-'MM'-'dd'T'HH':'mm':'ss"
"sl-SI","UniversalSortableDateTimePattern","yyyy'-'MM'-'dd HH':'mm':'ss'Z'"
"sl-SI","YearMonthPattern","MMMM yyyy"
"sma","FullDateTimePattern","yyyy MMMM d, dddd HH:mm:ss"
"sma","LongDatePattern","yyyy MMMM d, dddd"
"sma","LongTimePattern","HH:mm:ss"
"sma","MonthDayPattern","MMMM d"
"sma","RFC1123Pattern","ddd, dd MMM yyyy HH':'mm':'ss 'GMT'"
"sma","ShortDatePattern","yyyy-MM-dd"
"sma","ShortTimePattern","HH:mm"
"sma","SortableDateTimePattern","yyyy'-'MM'-'dd'T'HH':'mm':'ss"
"sma","UniversalSortableDateTimePattern","yyyy'-'MM'-'dd HH':'mm':'ss'Z'"
"sma","YearMonthPattern","yyyy MMMM"
"sma-NO","FullDateTimePattern","yyyy MMMM d, dddd HH:mm:ss"
"sma-NO","LongDatePattern","yyyy MMMM d, dddd"
"sma-NO","LongTimePattern","HH:mm:ss"
"sma-NO","MonthDayPattern","MMMM d"
"sma-NO","RFC1123Pattern","ddd, dd MMM yyyy HH':'mm':'ss 'GMT'"
"sma-NO","ShortDatePattern","yyyy-MM-dd"
"sma-NO","ShortTimePattern","HH:mm"
"sma-NO","SortableDateTimePattern","yyyy'-'MM'-'dd'T'HH':'mm':'ss"
"sma-NO","UniversalSortableDateTimePattern","yyyy'-'MM'-'dd HH':'mm':'ss'Z'"
"sma-NO","YearMonthPattern","yyyy MMMM"
"sma-SE","FullDateTimePattern","yyyy MMMM d, dddd HH:mm:ss"
"sma-SE","LongDatePattern","yyyy MMMM d, dddd"
"sma-SE","LongTimePattern","HH:mm:ss"
"sma-SE","MonthDayPattern","MMMM d"
"sma-SE","RFC1123Pattern","ddd, dd MMM yyyy HH':'mm':'ss 'GMT'"
"sma-SE","ShortDatePattern","yyyy-MM-dd"
"sma-SE","ShortTimePattern","HH:mm"
"sma-SE","SortableDateTimePattern","yyyy'-'MM'-'dd'T'HH':'mm':'ss"
"sma-SE","UniversalSortableDateTimePattern","yyyy'-'MM'-'dd HH':'mm':'ss'Z'"
"sma-SE","YearMonthPattern","yyyy MMMM"
"smj","FullDateTimePattern","yyyy MMMM d, dddd HH:mm:ss"
"smj","LongDatePattern","yyyy MMMM d, dddd"
"smj","LongTimePattern","HH:mm:ss"
"smj","MonthDayPattern","MMMM d"
"smj","RFC1123Pattern","ddd, dd MMM yyyy HH':'mm':'ss 'GMT'"
"smj","ShortDatePattern","yyyy-MM-dd"
"smj","ShortTimePattern","HH:mm"
"smj","SortableDateTimePattern","yyyy'-'MM'-'dd'T'HH':'mm':'ss"
"smj","UniversalSortableDateTimePattern","yyyy'-'MM'-'dd HH':'mm':'ss'Z'"
"smj","YearMonthPattern","yyyy MMMM"
"smj-NO","FullDateTimePattern","yyyy MMMM d, dddd HH:mm:ss"
"smj-NO","LongDatePattern","yyyy MMMM d, dddd"
"smj-NO","LongTimePattern","HH:mm:ss"
"smj-NO","MonthDayPattern","MMMM d"
"smj-NO","RFC1123Pattern","ddd, dd MMM yyyy HH':'mm':'ss 'GMT'"
"smj-NO","ShortDatePattern","yyyy-MM-dd"
"smj-NO","ShortTimePattern","HH:mm"
"smj-NO","SortableDateTimePattern","yyyy'-'MM'-'dd'T'HH':'mm':'ss"
"smj-NO","UniversalSortableDateTimePattern","yyyy'-'MM'-'dd HH':'mm':'ss'Z'"
"smj-NO","YearMonthPattern","yyyy MMMM"
"smj-SE","FullDateTimePattern","yyyy MMMM d, dddd HH:mm:ss"
"smj-SE","LongDatePattern","yyyy MMMM d, dddd"
"smj-SE","LongTimePattern","HH:mm:ss"
"smj-SE","MonthDayPattern","MMMM d"
"smj-SE","RFC1123Pattern","ddd, dd MMM yyyy HH':'mm':'ss 'GMT'"
"smj-SE","ShortDatePattern","yyyy-MM-dd"
"smj-SE","ShortTimePattern","HH:mm"
"smj-SE","SortableDateTimePattern","yyyy'-'MM'-'dd'T'HH':'mm':'ss"
"smj-SE","UniversalSortableDateTimePattern","yyyy'-'MM'-'dd HH':'mm':'ss'Z'"
"smj-SE","YearMonthPattern","yyyy MMMM"
"smn","FullDateTimePattern","dddd, MMMM d. yyyy H.mm.ss"
"smn","LongDatePattern","dddd, MMMM d. yyyy"
"smn","LongTimePattern","H.mm.ss"
"smn","MonthDayPattern","MMMM d."
"smn","RFC1123Pattern","ddd, dd MMM yyyy HH':'mm':'ss 'GMT'"
"smn","ShortDatePattern","d.M.yyyy"
"smn","ShortTimePattern","H.mm"
"smn","SortableDateTimePattern","yyyy'-'MM'-'dd'T'HH':'mm':'ss"
"smn","UniversalSortableDateTimePattern","yyyy'-'MM'-'dd HH':'mm':'ss'Z'"
"smn","YearMonthPattern","MMMM yyyy"
"smn-FI","FullDateTimePattern","dddd, MMMM d. yyyy H.mm.ss"
"smn-FI","LongDatePattern","dddd, MMMM d. yyyy"
"smn-FI","LongTimePattern","H.mm.ss"
"smn-FI","MonthDayPattern","MMMM d."
"smn-FI","RFC1123Pattern","ddd, dd MMM yyyy HH':'mm':'ss 'GMT'"
"smn-FI","ShortDatePattern","d.M.yyyy"
"smn-FI","ShortTimePattern","H.mm"
"smn-FI","SortableDateTimePattern","yyyy'-'MM'-'dd'T'HH':'mm':'ss"
"smn-FI","UniversalSortableDateTimePattern","yyyy'-'MM'-'dd HH':'mm':'ss'Z'"
"smn-FI","YearMonthPattern","MMMM yyyy"
"sms","FullDateTimePattern","yyyy MMMM d, dddd HH:mm:ss"
"sms","LongDatePattern","yyyy MMMM d, dddd"
"sms","LongTimePattern","HH:mm:ss"
"sms","MonthDayPattern","MMMM d"
"sms","RFC1123Pattern","ddd, dd MMM yyyy HH':'mm':'ss 'GMT'"
"sms","ShortDatePattern","yyyy-MM-dd"
"sms","ShortTimePattern","HH:mm"
"sms","SortableDateTimePattern","yyyy'-'MM'-'dd'T'HH':'mm':'ss"
"sms","UniversalSortableDateTimePattern","yyyy'-'MM'-'dd HH':'mm':'ss'Z'"
"sms","YearMonthPattern","yyyy MMMM"
"sms-FI","FullDateTimePattern","yyyy MMMM d, dddd HH:mm:ss"
"sms-FI","LongDatePattern","yyyy MMMM d, dddd"
"sms-FI","LongTimePattern","HH:mm:ss"
"sms-FI","MonthDayPattern","MMMM d"
"sms-FI","RFC1123Pattern","ddd, dd MMM yyyy HH':'mm':'ss 'GMT'"
"sms-FI","ShortDatePattern","yyyy-MM-dd"
"sms-FI","ShortTimePattern","HH:mm"
"sms-FI","SortableDateTimePattern","yyyy'-'MM'-'dd'T'HH':'mm':'ss"
"sms-FI","UniversalSortableDateTimePattern","yyyy'-'MM'-'dd HH':'mm':'ss'Z'"
"sms-FI","YearMonthPattern","yyyy MMMM"
"sn","FullDateTimePattern","yyyy MMMM d, dddd HH:mm:ss"
"sn","LongDatePattern","yyyy MMMM d, dddd"
"sn","LongTimePattern","HH:mm:ss"
"sn","MonthDayPattern","MMMM d"
"sn","RFC1123Pattern","ddd, dd MMM yyyy HH':'mm':'ss 'GMT'"
"sn","ShortDatePattern","yyyy-MM-dd"
"sn","ShortTimePattern","HH:mm"
"sn","SortableDateTimePattern","yyyy'-'MM'-'dd'T'HH':'mm':'ss"
"sn","UniversalSortableDateTimePattern","yyyy'-'MM'-'dd HH':'mm':'ss'Z'"
"sn","YearMonthPattern","yyyy MMMM"
"sn-ZW","FullDateTimePattern","yyyy MMMM d, dddd HH:mm:ss"
"sn-ZW","LongDatePattern","yyyy MMMM d, dddd"
"sn-ZW","LongTimePattern","HH:mm:ss"
"sn-ZW","MonthDayPattern","MMMM d"
"sn-ZW","RFC1123Pattern","ddd, dd MMM yyyy HH':'mm':'ss 'GMT'"
"sn-ZW","ShortDatePattern","yyyy-MM-dd"
"sn-ZW","ShortTimePattern","HH:mm"
"sn-ZW","SortableDateTimePattern","yyyy'-'MM'-'dd'T'HH':'mm':'ss"
"sn-ZW","UniversalSortableDateTimePattern","yyyy'-'MM'-'dd HH':'mm':'ss'Z'"
"sn-ZW","YearMonthPattern","yyyy MMMM"
"so","FullDateTimePattern","dddd, MMMM dd, yyyy h:mm:ss tt"
"so","LongDatePattern","dddd, MMMM dd, yyyy"
"so","LongTimePattern","h:mm:ss tt"
"so","MonthDayPattern","MMMM d"
"so","RFC1123Pattern","ddd, dd MMM yyyy HH':'mm':'ss 'GMT'"
"so","ShortDatePattern","dd/MM/yyyy"
"so","ShortTimePattern","h:mm tt"
"so","SortableDateTimePattern","yyyy'-'MM'-'dd'T'HH':'mm':'ss"
"so","UniversalSortableDateTimePattern","yyyy'-'MM'-'dd HH':'mm':'ss'Z'"
"so","YearMonthPattern","MMMM yyyy"
"so-DJ","FullDateTimePattern","dddd, MMMM dd, yyyy h:mm:ss tt"
"so-DJ","LongDatePattern","dddd, MMMM dd, yyyy"
"so-DJ","LongTimePattern","h:mm:ss tt"
"so-DJ","MonthDayPattern","MMMM d"
"so-DJ","RFC1123Pattern","ddd, dd MMM yyyy HH':'mm':'ss 'GMT'"
"so-DJ","ShortDatePattern","dd/MM/yyyy"
"so-DJ","ShortTimePattern","h:mm tt"
"so-DJ","SortableDateTimePattern","yyyy'-'MM'-'dd'T'HH':'mm':'ss"
"so-DJ","UniversalSortableDateTimePattern","yyyy'-'MM'-'dd HH':'mm':'ss'Z'"
"so-DJ","YearMonthPattern","MMMM yyyy"
"so-ET","FullDateTimePattern","dddd, MMMM dd, yyyy h:mm:ss tt"
"so-ET","LongDatePattern","dddd, MMMM dd, yyyy"
"so-ET","LongTimePattern","h:mm:ss tt"
"so-ET","MonthDayPattern","MMMM d"
"so-ET","RFC1123Pattern","ddd, dd MMM yyyy HH':'mm':'ss 'GMT'"
"so-ET","ShortDatePattern","dd/MM/yyyy"
"so-ET","ShortTimePattern","h:mm tt"
"so-ET","SortableDateTimePattern","yyyy'-'MM'-'dd'T'HH':'mm':'ss"
"so-ET","UniversalSortableDateTimePattern","yyyy'-'MM'-'dd HH':'mm':'ss'Z'"
"so-ET","YearMonthPattern","MMMM yyyy"
"so-KE","FullDateTimePattern","dddd, MMMM dd, yyyy HH:mm:ss"
"so-KE","LongDatePattern","dddd, MMMM dd, yyyy"
"so-KE","LongTimePattern","HH:mm:ss"
"so-KE","MonthDayPattern","MMMM d"
"so-KE","RFC1123Pattern","ddd, dd MMM yyyy HH':'mm':'ss 'GMT'"
"so-KE","ShortDatePattern","dd/MM/yyyy"
"so-KE","ShortTimePattern","HH:mm"
"so-KE","SortableDateTimePattern","yyyy'-'MM'-'dd'T'HH':'mm':'ss"
"so-KE","UniversalSortableDateTimePattern","yyyy'-'MM'-'dd HH':'mm':'ss'Z'"
"so-KE","YearMonthPattern","MMMM yyyy"
"so-SO","FullDateTimePattern","dddd, MMMM dd, yyyy h:mm:ss tt"
"so-SO","LongDatePattern","dddd, MMMM dd, yyyy"
"so-SO","LongTimePattern","h:mm:ss tt"
"so-SO","MonthDayPattern","MMMM d"
"so-SO","RFC1123Pattern","ddd, dd MMM yyyy HH':'mm':'ss 'GMT'"
"so-SO","ShortDatePattern","dd/MM/yyyy"
"so-SO","ShortTimePattern","h:mm tt"
"so-SO","SortableDateTimePattern","yyyy'-'MM'-'dd'T'HH':'mm':'ss"
"so-SO","UniversalSortableDateTimePattern","yyyy'-'MM'-'dd HH':'mm':'ss'Z'"
"so-SO","YearMonthPattern","MMMM yyyy"
"sq","FullDateTimePattern","dddd, d MMMM yyyy h:mm:ss tt"
"sq","LongDatePattern","dddd, d MMMM yyyy"
"sq","LongTimePattern","h:mm:ss tt"
"sq","MonthDayPattern","d MMMM"
"sq","RFC1123Pattern","ddd, dd MMM yyyy HH':'mm':'ss 'GMT'"
"sq","ShortDatePattern","d.M.yyyy"
"sq","ShortTimePattern","h:mm tt"
"sq","SortableDateTimePattern","yyyy'-'MM'-'dd'T'HH':'mm':'ss"
"sq","UniversalSortableDateTimePattern","yyyy'-'MM'-'dd HH':'mm':'ss'Z'"
"sq","YearMonthPattern","MMMM yyyy"
"sq-AL","FullDateTimePattern","dddd, d MMMM yyyy h:mm:ss tt"
"sq-AL","LongDatePattern","dddd, d MMMM yyyy"
"sq-AL","LongTimePattern","h:mm:ss tt"
"sq-AL","MonthDayPattern","d MMMM"
"sq-AL","RFC1123Pattern","ddd, dd MMM yyyy HH':'mm':'ss 'GMT'"
"sq-AL","ShortDatePattern","d.M.yyyy"
"sq-AL","ShortTimePattern","h:mm tt"
"sq-AL","SortableDateTimePattern","yyyy'-'MM'-'dd'T'HH':'mm':'ss"
"sq-AL","UniversalSortableDateTimePattern","yyyy'-'MM'-'dd HH':'mm':'ss'Z'"
"sq-AL","YearMonthPattern","MMMM yyyy"
"sq-MK","FullDateTimePattern","dddd, d MMMM yyyy HH:mm:ss"
"sq-MK","LongDatePattern","dddd, d MMMM yyyy"
"sq-MK","LongTimePattern","HH:mm:ss"
"sq-MK","MonthDayPattern","d MMMM"
"sq-MK","RFC1123Pattern","ddd, dd MMM yyyy HH':'mm':'ss 'GMT'"
"sq-MK","ShortDatePattern","d.M.yyyy"
"sq-MK","ShortTimePattern","HH:mm"
"sq-MK","SortableDateTimePattern","yyyy'-'MM'-'dd'T'HH':'mm':'ss"
"sq-MK","UniversalSortableDateTimePattern","yyyy'-'MM'-'dd HH':'mm':'ss'Z'"
"sq-MK","YearMonthPattern","MMMM yyyy"
"sq-XK","FullDateTimePattern","dddd, d MMMM yyyy HH:mm:ss"
"sq-XK","LongDatePattern","dddd, d MMMM yyyy"
"sq-XK","LongTimePattern","HH:mm:ss"
"sq-XK","MonthDayPattern","d MMMM"
"sq-XK","RFC1123Pattern","ddd, dd MMM yyyy HH':'mm':'ss 'GMT'"
"sq-XK","ShortDatePattern","d.M.yyyy"
"sq-XK","ShortTimePattern","HH:mm"
"sq-XK","SortableDateTimePattern","yyyy'-'MM'-'dd'T'HH':'mm':'ss"
"sq-XK","UniversalSortableDateTimePattern","yyyy'-'MM'-'dd HH':'mm':'ss'Z'"
"sq-XK","YearMonthPattern","MMMM yyyy"
"sr","FullDateTimePattern","dddd, dd. MMMM yyyy. HH:mm:ss"
"sr","LongDatePattern","dddd, dd. MMMM yyyy."
"sr","LongTimePattern","HH:mm:ss"
"sr","MonthDayPattern","d. MMMM"
"sr","RFC1123Pattern","ddd, dd MMM yyyy HH':'mm':'ss 'GMT'"
"sr","ShortDatePattern","d.M.yyyy."
"sr","ShortTimePattern","HH:mm"
"sr","SortableDateTimePattern","yyyy'-'MM'-'dd'T'HH':'mm':'ss"
"sr","UniversalSortableDateTimePattern","yyyy'-'MM'-'dd HH':'mm':'ss'Z'"
"sr","YearMonthPattern","MMMM yyyy."
"sr-Cyrl","FullDateTimePattern","dddd, dd. MMMM yyyy. HH:mm:ss"
"sr-Cyrl","LongDatePattern","dddd, dd. MMMM yyyy."
"sr-Cyrl","LongTimePattern","HH:mm:ss"
"sr-Cyrl","MonthDayPattern","d. MMMM"
"sr-Cyrl","RFC1123Pattern","ddd, dd MMM yyyy HH':'mm':'ss 'GMT'"
"sr-Cyrl","ShortDatePattern","d.M.yyyy."
"sr-Cyrl","ShortTimePattern","HH:mm"
"sr-Cyrl","SortableDateTimePattern","yyyy'-'MM'-'dd'T'HH':'mm':'ss"
"sr-Cyrl","UniversalSortableDateTimePattern","yyyy'-'MM'-'dd HH':'mm':'ss'Z'"
"sr-Cyrl","YearMonthPattern","MMMM yyyy."
"sr-Cyrl-BA","FullDateTimePattern","dddd, dd. MMMM yyyy. HH:mm:ss"
"sr-Cyrl-BA","LongDatePattern","dddd, dd. MMMM yyyy."
"sr-Cyrl-BA","LongTimePattern","HH:mm:ss"
"sr-Cyrl-BA","MonthDayPattern","d. MMMM"
"sr-Cyrl-BA","RFC1123Pattern","ddd, dd MMM yyyy HH':'mm':'ss 'GMT'"
"sr-Cyrl-BA","ShortDatePattern","d.M.yyyy."
"sr-Cyrl-BA","ShortTimePattern","HH:mm"
"sr-Cyrl-BA","SortableDateTimePattern","yyyy'-'MM'-'dd'T'HH':'mm':'ss"
"sr-Cyrl-BA","UniversalSortableDateTimePattern","yyyy'-'MM'-'dd HH':'mm':'ss'Z'"
"sr-Cyrl-BA","YearMonthPattern","MMMM yyyy."
"sr-Cyrl-ME","FullDateTimePattern","dddd, dd. MMMM yyyy. HH:mm:ss"
"sr-Cyrl-ME","LongDatePattern","dddd, dd. MMMM yyyy."
"sr-Cyrl-ME","LongTimePattern","HH:mm:ss"
"sr-Cyrl-ME","MonthDayPattern","d. MMMM"
"sr-Cyrl-ME","RFC1123Pattern","ddd, dd MMM yyyy HH':'mm':'ss 'GMT'"
"sr-Cyrl-ME","ShortDatePattern","d.M.yyyy."
"sr-Cyrl-ME","ShortTimePattern","HH:mm"
"sr-Cyrl-ME","SortableDateTimePattern","yyyy'-'MM'-'dd'T'HH':'mm':'ss"
"sr-Cyrl-ME","UniversalSortableDateTimePattern","yyyy'-'MM'-'dd HH':'mm':'ss'Z'"
"sr-Cyrl-ME","YearMonthPattern","MMMM yyyy."
"sr-Cyrl-RS","FullDateTimePattern","dddd, dd. MMMM yyyy. HH:mm:ss"
"sr-Cyrl-RS","LongDatePattern","dddd, dd. MMMM yyyy."
"sr-Cyrl-RS","LongTimePattern","HH:mm:ss"
"sr-Cyrl-RS","MonthDayPattern","d. MMMM"
"sr-Cyrl-RS","RFC1123Pattern","ddd, dd MMM yyyy HH':'mm':'ss 'GMT'"
"sr-Cyrl-RS","ShortDatePattern","d.M.yyyy."
"sr-Cyrl-RS","ShortTimePattern","HH:mm"
"sr-Cyrl-RS","SortableDateTimePattern","yyyy'-'MM'-'dd'T'HH':'mm':'ss"
"sr-Cyrl-RS","UniversalSortableDateTimePattern","yyyy'-'MM'-'dd HH':'mm':'ss'Z'"
"sr-Cyrl-RS","YearMonthPattern","MMMM yyyy."
"sr-Cyrl-XK","FullDateTimePattern","dddd, dd. MMMM yyyy. HH:mm:ss"
"sr-Cyrl-XK","LongDatePattern","dddd, dd. MMMM yyyy."
"sr-Cyrl-XK","LongTimePattern","HH:mm:ss"
"sr-Cyrl-XK","MonthDayPattern","d. MMMM"
"sr-Cyrl-XK","RFC1123Pattern","ddd, dd MMM yyyy HH':'mm':'ss 'GMT'"
"sr-Cyrl-XK","ShortDatePattern","d.M.yyyy."
"sr-Cyrl-XK","ShortTimePattern","HH:mm"
"sr-Cyrl-XK","SortableDateTimePattern","yyyy'-'MM'-'dd'T'HH':'mm':'ss"
"sr-Cyrl-XK","UniversalSortableDateTimePattern","yyyy'-'MM'-'dd HH':'mm':'ss'Z'"
"sr-Cyrl-XK","YearMonthPattern","MMMM yyyy."
"sr-Latn","FullDateTimePattern","dddd, dd. MMMM yyyy. HH:mm:ss"
"sr-Latn","LongDatePattern","dddd, dd. MMMM yyyy."
"sr-Latn","LongTimePattern","HH:mm:ss"
"sr-Latn","MonthDayPattern","d. MMMM"
"sr-Latn","RFC1123Pattern","ddd, dd MMM yyyy HH':'mm':'ss 'GMT'"
"sr-Latn","ShortDatePattern","d.M.yyyy."
"sr-Latn","ShortTimePattern","HH:mm"
"sr-Latn","SortableDateTimePattern","yyyy'-'MM'-'dd'T'HH':'mm':'ss"
"sr-Latn","UniversalSortableDateTimePattern","yyyy'-'MM'-'dd HH':'mm':'ss'Z'"
"sr-Latn","YearMonthPattern","MMMM yyyy."
"sr-Latn-BA","FullDateTimePattern","dddd, dd. MMMM yyyy. HH:mm:ss"
"sr-Latn-BA","LongDatePattern","dddd, dd. MMMM yyyy."
"sr-Latn-BA","LongTimePattern","HH:mm:ss"
"sr-Latn-BA","MonthDayPattern","d. MMMM"
"sr-Latn-BA","RFC1123Pattern","ddd, dd MMM yyyy HH':'mm':'ss 'GMT'"
"sr-Latn-BA","ShortDatePattern","d.M.yyyy."
"sr-Latn-BA","ShortTimePattern","HH:mm"
"sr-Latn-BA","SortableDateTimePattern","yyyy'-'MM'-'dd'T'HH':'mm':'ss"
"sr-Latn-BA","UniversalSortableDateTimePattern","yyyy'-'MM'-'dd HH':'mm':'ss'Z'"
"sr-Latn-BA","YearMonthPattern","MMMM yyyy."
"sr-Latn-ME","FullDateTimePattern","dddd, dd. MMMM yyyy. HH:mm:ss"
"sr-Latn-ME","LongDatePattern","dddd, dd. MMMM yyyy."
"sr-Latn-ME","LongTimePattern","HH:mm:ss"
"sr-Latn-ME","MonthDayPattern","d. MMMM"
"sr-Latn-ME","RFC1123Pattern","ddd, dd MMM yyyy HH':'mm':'ss 'GMT'"
"sr-Latn-ME","ShortDatePattern","d.M.yyyy."
"sr-Latn-ME","ShortTimePattern","HH:mm"
"sr-Latn-ME","SortableDateTimePattern","yyyy'-'MM'-'dd'T'HH':'mm':'ss"
"sr-Latn-ME","UniversalSortableDateTimePattern","yyyy'-'MM'-'dd HH':'mm':'ss'Z'"
"sr-Latn-ME","YearMonthPattern","MMMM yyyy."
"sr-Latn-RS","FullDateTimePattern","dddd, dd. MMMM yyyy. HH:mm:ss"
"sr-Latn-RS","LongDatePattern","dddd, dd. MMMM yyyy."
"sr-Latn-RS","LongTimePattern","HH:mm:ss"
"sr-Latn-RS","MonthDayPattern","d. MMMM"
"sr-Latn-RS","RFC1123Pattern","ddd, dd MMM yyyy HH':'mm':'ss 'GMT'"
"sr-Latn-RS","ShortDatePattern","d.M.yyyy."
"sr-Latn-RS","ShortTimePattern","HH:mm"
"sr-Latn-RS","SortableDateTimePattern","yyyy'-'MM'-'dd'T'HH':'mm':'ss"
"sr-Latn-RS","UniversalSortableDateTimePattern","yyyy'-'MM'-'dd HH':'mm':'ss'Z'"
"sr-Latn-RS","YearMonthPattern","MMMM yyyy."
"sr-Latn-XK","FullDateTimePattern","dddd, dd. MMMM yyyy. HH:mm:ss"
"sr-Latn-XK","LongDatePattern","dddd, dd. MMMM yyyy."
"sr-Latn-XK","LongTimePattern","HH:mm:ss"
"sr-Latn-XK","MonthDayPattern","d. MMMM"
"sr-Latn-XK","RFC1123Pattern","ddd, dd MMM yyyy HH':'mm':'ss 'GMT'"
"sr-Latn-XK","ShortDatePattern","d.M.yyyy."
"sr-Latn-XK","ShortTimePattern","HH:mm"
"sr-Latn-XK","SortableDateTimePattern","yyyy'-'MM'-'dd'T'HH':'mm':'ss"
"sr-Latn-XK","UniversalSortableDateTimePattern","yyyy'-'MM'-'dd HH':'mm':'ss'Z'"
"sr-Latn-XK","YearMonthPattern","MMMM yyyy."
"ss","FullDateTimePattern","yyyy MMMM d, dddd HH:mm:ss"
"ss","LongDatePattern","yyyy MMMM d, dddd"
"ss","LongTimePattern","HH:mm:ss"
"ss","MonthDayPattern","MMMM d"
"ss","RFC1123Pattern","ddd, dd MMM yyyy HH':'mm':'ss 'GMT'"
"ss","ShortDatePattern","yyyy-MM-dd"
"ss","ShortTimePattern","HH:mm"
"ss","SortableDateTimePattern","yyyy'-'MM'-'dd'T'HH':'mm':'ss"
"ss","UniversalSortableDateTimePattern","yyyy'-'MM'-'dd HH':'mm':'ss'Z'"
"ss","YearMonthPattern","yyyy MMMM"
"ss-SZ","FullDateTimePattern","yyyy MMMM d, dddd HH:mm:ss"
"ss-SZ","LongDatePattern","yyyy MMMM d, dddd"
"ss-SZ","LongTimePattern","HH:mm:ss"
"ss-SZ","MonthDayPattern","MMMM d"
"ss-SZ","RFC1123Pattern","ddd, dd MMM yyyy HH':'mm':'ss 'GMT'"
"ss-SZ","ShortDatePattern","yyyy-MM-dd"
"ss-SZ","ShortTimePattern","HH:mm"
"ss-SZ","SortableDateTimePattern","yyyy'-'MM'-'dd'T'HH':'mm':'ss"
"ss-SZ","UniversalSortableDateTimePattern","yyyy'-'MM'-'dd HH':'mm':'ss'Z'"
"ss-SZ","YearMonthPattern","yyyy MMMM"
"ss-ZA","FullDateTimePattern","yyyy MMMM d, dddd HH:mm:ss"
"ss-ZA","LongDatePattern","yyyy MMMM d, dddd"
"ss-ZA","LongTimePattern","HH:mm:ss"
"ss-ZA","MonthDayPattern","MMMM d"
"ss-ZA","RFC1123Pattern","ddd, dd MMM yyyy HH':'mm':'ss 'GMT'"
"ss-ZA","ShortDatePattern","yyyy-MM-dd"
"ss-ZA","ShortTimePattern","HH:mm"
"ss-ZA","SortableDateTimePattern","yyyy'-'MM'-'dd'T'HH':'mm':'ss"
"ss-ZA","UniversalSortableDateTimePattern","yyyy'-'MM'-'dd HH':'mm':'ss'Z'"
"ss-ZA","YearMonthPattern","yyyy MMMM"
"ssy","FullDateTimePattern","yyyy MMMM d, dddd HH:mm:ss"
"ssy","LongDatePattern","yyyy MMMM d, dddd"
"ssy","LongTimePattern","HH:mm:ss"
"ssy","MonthDayPattern","MMMM d"
"ssy","RFC1123Pattern","ddd, dd MMM yyyy HH':'mm':'ss 'GMT'"
"ssy","ShortDatePattern","yyyy-MM-dd"
"ssy","ShortTimePattern","HH:mm"
